date,area,average_price,code,houses_sold,no_of_crimes
10/1/2019,enfield,393802,E09000010,234,2662
11/1/2019,enfield,393860,E09000010,227,2798
12/1/2019,enfield,401981,E09000010,,2536
1/1/2020,enfield,391365,E09000010,,2590
1/1/1995,greenwich,62300,E09000011,182,
2/1/1995,greenwich,60993,E09000011,174,
3/1/1995,greenwich,61378,E09000011,206,
4/1/1995,greenwich,61928,E09000011,176,
5/1/1995,greenwich,63513,E09000011,216,
6/1/1995,greenwich,64752,E09000011,233,
7/1/1995,greenwich,65486,E09000011,240,
8/1/1995,greenwich,65076,E09000011,240,
9/1/1995,greenwich,63997,E09000011,224,
10/1/1995,greenwich,63405,E09000011,203,
11/1/1995,greenwich,63744,E09000011,205,
12/1/1995,greenwich,64105,E09000011,208,
1/1/1996,greenwich,62417,E09000011,154,
2/1/1996,greenwich,61714,E09000011,180,
3/1/1996,greenwich,62475,E09000011,229,
4/1/1996,greenwich,64645,E09000011,183,
5/1/1996,greenwich,66462,E09000011,268,
6/1/1996,greenwich,66510,E09000011,211,
7/1/1996,greenwich,65526,E09000011,293,
8/1/1996,greenwich,65993,E09000011,279,
9/1/1996,greenwich,66181,E09000011,262,
10/1/1996,greenwich,67116,E09000011,262,
11/1/1996,greenwich,66593,E09000011,331,
12/1/1996,greenwich,66609,E09000011,311,
1/1/1997,greenwich,68147,E09000011,228,
2/1/1997,greenwich,67836,E09000011,202,
3/1/1997,greenwich,69326,E09000011,227,
4/1/1997,greenwich,69274,E09000011,230,
5/1/1997,greenwich,71221,E09000011,289,
6/1/1997,greenwich,70854,E09000011,303,
7/1/1997,greenwich,72558,E09000011,343,
8/1/1997,greenwich,73572,E09000011,307,
9/1/1997,greenwich,75519,E09000011,303,
10/1/1997,greenwich,75960,E09000011,351,
11/1/1997,greenwich,75273,E09000011,297,
12/1/1997,greenwich,75273,E09000011,311,
1/1/1998,greenwich,76900,E09000011,219,
2/1/1998,greenwich,78919,E09000011,224,
3/1/1998,greenwich,79751,E09000011,232,
4/1/1998,greenwich,79996,E09000011,251,
5/1/1998,greenwich,81288,E09000011,282,
6/1/1998,greenwich,82753,E09000011,342,
7/1/1998,greenwich,82868,E09000011,326,
8/1/1998,greenwich,82799,E09000011,266,
9/1/1998,greenwich,82748,E09000011,331,
10/1/1998,greenwich,82374,E09000011,346,
11/1/1998,greenwich,83127,E09000011,296,
12/1/1998,greenwich,84872,E09000011,320,
1/1/1999,greenwich,86685,E09000011,270,
2/1/1999,greenwich,86117,E09000011,235,
3/1/1999,greenwich,85175,E09000011,364,
4/1/1999,greenwich,84727,E09000011,307,
5/1/1999,greenwich,87081,E09000011,268,
6/1/1999,greenwich,88406,E09000011,380,
7/1/1999,greenwich,90491,E09000011,422,
8/1/1999,greenwich,91885,E09000011,352,
9/1/1999,greenwich,94542,E09000011,386,
10/1/1999,greenwich,96499,E09000011,413,
11/1/1999,greenwich,98617,E09000011,428,
12/1/1999,greenwich,100325,E09000011,433,
1/1/2000,greenwich,102411,E09000011,233,
2/1/2000,greenwich,102030,E09000011,262,
3/1/2000,greenwich,101218,E09000011,378,
4/1/2000,greenwich,104055,E09000011,292,
5/1/2000,greenwich,107371,E09000011,298,
6/1/2000,greenwich,111237,E09000011,365,
7/1/2000,greenwich,113784,E09000011,338,
8/1/2000,greenwich,115377,E09000011,340,
9/1/2000,greenwich,118005,E09000011,323,
10/1/2000,greenwich,115955,E09000011,315,
11/1/2000,greenwich,115946,E09000011,334,
12/1/2000,greenwich,114567,E09000011,306,
1/1/2001,greenwich,115168,E09000011,269,2175
2/1/2001,greenwich,117034,E09000011,267,2127
3/1/2001,greenwich,119767,E09000011,386,2197
4/1/2001,greenwich,122775,E09000011,281,2106
5/1/2001,greenwich,124136,E09000011,431,2331
6/1/2001,greenwich,124483,E09000011,474,2301
7/1/2001,greenwich,125711,E09000011,424,2526
8/1/2001,greenwich,127161,E09000011,477,2424
9/1/2001,greenwich,131223,E09000011,496,2299
10/1/2001,greenwich,132882,E09000011,458,2493
11/1/2001,greenwich,134608,E09000011,409,2498
12/1/2001,greenwich,134892,E09000011,401,2121
1/1/2002,greenwich,134327,E09000011,282,2308
2/1/2002,greenwich,135252,E09000011,303,2244
3/1/2002,greenwich,139366,E09000011,477,2416
4/1/2002,greenwich,144155,E09000011,427,2579
5/1/2002,greenwich,148484,E09000011,575,2853
6/1/2002,greenwich,145616,E09000011,463,2584
7/1/2002,greenwich,147355,E09000011,470,2636
8/1/2002,greenwich,149380,E09000011,504,2500
9/1/2002,greenwich,154112,E09000011,478,2453
10/1/2002,greenwich,155861,E09000011,461,2500
11/1/2002,greenwich,156495,E09000011,451,2531
12/1/2002,greenwich,158655,E09000011,504,2237
1/1/2003,greenwich,161222,E09000011,357,2520
2/1/2003,greenwich,165825,E09000011,298,2228
3/1/2003,greenwich,168575,E09000011,325,2667
4/1/2003,greenwich,169465,E09000011,355,2642
5/1/2003,greenwich,170428,E09000011,398,2642
6/1/2003,greenwich,172951,E09000011,470,2448
7/1/2003,greenwich,174037,E09000011,377,2464
8/1/2003,greenwich,173374,E09000011,477,2308
9/1/2003,greenwich,171949,E09000011,491,2472
10/1/2003,greenwich,173905,E09000011,419,2525
11/1/2003,greenwich,174891,E09000011,471,2442
12/1/2003,greenwich,175889,E09000011,504,2248
1/1/2004,greenwich,177101,E09000011,336,2431
2/1/2004,greenwich,179158,E09000011,390,2442
3/1/2004,greenwich,181747,E09000011,517,2604
4/1/2004,greenwich,184719,E09000011,457,2407
5/1/2004,greenwich,187003,E09000011,536,2531
6/1/2004,greenwich,187009,E09000011,600,2574
7/1/2004,greenwich,188353,E09000011,568,2571
8/1/2004,greenwich,190624,E09000011,532,2524
9/1/2004,greenwich,191213,E09000011,523,2438
10/1/2004,greenwich,192177,E09000011,411,2574
11/1/2004,greenwich,192071,E09000011,373,2448
12/1/2004,greenwich,191549,E09000011,396,2121
1/1/2005,greenwich,189219,E09000011,261,2304
2/1/2005,greenwich,189204,E09000011,281,2048
3/1/2005,greenwich,192632,E09000011,359,2416
4/1/2005,greenwich,193388,E09000011,376,2475
5/1/2005,greenwich,193666,E09000011,390,2602
6/1/2005,greenwich,194593,E09000011,479,2349
7/1/2005,greenwich,198118,E09000011,406,2512
8/1/2005,greenwich,199233,E09000011,398,2507
9/1/2005,greenwich,200148,E09000011,453,2568
10/1/2005,greenwich,200622,E09000011,473,2676
11/1/2005,greenwich,202391,E09000011,388,2519
12/1/2005,greenwich,202913,E09000011,434,2172
1/1/2006,greenwich,202180,E09000011,341,2379
2/1/2006,greenwich,201112,E09000011,290,2118
3/1/2006,greenwich,200844,E09000011,474,2486
4/1/2006,greenwich,199346,E09000011,316,2487
5/1/2006,greenwich,201997,E09000011,400,2431
6/1/2006,greenwich,206043,E09000011,476,2368
7/1/2006,greenwich,210341,E09000011,440,2437
8/1/2006,greenwich,211949,E09000011,578,2256
9/1/2006,greenwich,212312,E09000011,516,2191
10/1/2006,greenwich,212934,E09000011,466,2534
11/1/2006,greenwich,212536,E09000011,447,2380
12/1/2006,greenwich,214414,E09000011,513,2059
1/1/2007,greenwich,217207,E09000011,373,2479
2/1/2007,greenwich,220127,E09000011,401,2129
3/1/2007,greenwich,219652,E09000011,486,2305
4/1/2007,greenwich,222934,E09000011,370,2376
5/1/2007,greenwich,225765,E09000011,419,2536
6/1/2007,greenwich,227730,E09000011,442,2602
7/1/2007,greenwich,229651,E09000011,483,2518
8/1/2007,greenwich,232465,E09000011,510,2379
9/1/2007,greenwich,236410,E09000011,513,2404
10/1/2007,greenwich,238107,E09000011,435,2591
11/1/2007,greenwich,238093,E09000011,425,2369
12/1/2007,greenwich,238202,E09000011,324,2231
1/1/2008,greenwich,238450,E09000011,251,2564
2/1/2008,greenwich,239629,E09000011,262,2296
3/1/2008,greenwich,239432,E09000011,255,2459
4/1/2008,greenwich,241051,E09000011,205,2327
5/1/2008,greenwich,239680,E09000011,234,2515
6/1/2008,greenwich,240905,E09000011,233,2297
7/1/2008,greenwich,233729,E09000011,265,2565
8/1/2008,greenwich,229121,E09000011,166,2224
9/1/2008,greenwich,223029,E09000011,140,2165
10/1/2008,greenwich,218606,E09000011,151,2246
11/1/2008,greenwich,215387,E09000011,113,2226
12/1/2008,greenwich,214614,E09000011,112,2256
1/1/2009,greenwich,215205,E09000011,90,2326
2/1/2009,greenwich,213422,E09000011,72,2137
3/1/2009,greenwich,207864,E09000011,122,2308
4/1/2009,greenwich,205269,E09000011,88,2243
5/1/2009,greenwich,200544,E09000011,125,2327
6/1/2009,greenwich,200256,E09000011,161,2305
7/1/2009,greenwich,201148,E09000011,216,2175
8/1/2009,greenwich,207186,E09000011,219,2002
9/1/2009,greenwich,214017,E09000011,201,1984
10/1/2009,greenwich,218572,E09000011,222,1958
11/1/2009,greenwich,219851,E09000011,184,2043
12/1/2009,greenwich,220537,E09000011,237,1800
1/1/2010,greenwich,221333,E09000011,137,1926
2/1/2010,greenwich,221962,E09000011,169,1903
3/1/2010,greenwich,224266,E09000011,170,2253
4/1/2010,greenwich,222902,E09000011,165,2155
5/1/2010,greenwich,225583,E09000011,156,2098
6/1/2010,greenwich,225440,E09000011,196,2224
7/1/2010,greenwich,233860,E09000011,259,2095
8/1/2010,greenwich,238091,E09000011,181,2054
9/1/2010,greenwich,239809,E09000011,201,2096
10/1/2010,greenwich,234856,E09000011,227,2004
11/1/2010,greenwich,230941,E09000011,176,2018
12/1/2010,greenwich,229791,E09000011,196,1690
1/1/2011,greenwich,230261,E09000011,142,1882
2/1/2011,greenwich,229168,E09000011,156,1772
3/1/2011,greenwich,226218,E09000011,195,2058
4/1/2011,greenwich,227707,E09000011,179,1861
5/1/2011,greenwich,232675,E09000011,200,2046
6/1/2011,greenwich,233462,E09000011,231,2063
7/1/2011,greenwich,230915,E09000011,306,1970
8/1/2011,greenwich,229331,E09000011,264,1982
9/1/2011,greenwich,232159,E09000011,241,1686
10/1/2011,greenwich,229647,E09000011,214,1738
11/1/2011,greenwich,226494,E09000011,217,1887
12/1/2011,greenwich,223508,E09000011,215,1900
1/1/2012,greenwich,228109,E09000011,180,1830
2/1/2012,greenwich,230169,E09000011,210,1618
3/1/2012,greenwich,232273,E09000011,317,1853
4/1/2012,greenwich,233684,E09000011,174,1675
5/1/2012,greenwich,235996,E09000011,224,1939
6/1/2012,greenwich,238693,E09000011,273,1971
7/1/2012,greenwich,241183,E09000011,226,1872
8/1/2012,greenwich,241372,E09000011,256,1887
9/1/2012,greenwich,240644,E09000011,190,1583
10/1/2012,greenwich,240144,E09000011,225,1755
11/1/2012,greenwich,239733,E09000011,249,1803
12/1/2012,greenwich,241770,E09000011,240,1693
1/1/2013,greenwich,243318,E09000011,187,1798
2/1/2013,greenwich,244673,E09000011,182,1595
3/1/2013,greenwich,246865,E09000011,271,1541
4/1/2013,greenwich,246977,E09000011,187,1627
5/1/2013,greenwich,249863,E09000011,263,1559
6/1/2013,greenwich,248787,E09000011,271,1632
7/1/2013,greenwich,251706,E09000011,315,1733
8/1/2013,greenwich,254633,E09000011,353,1574
9/1/2013,greenwich,258940,E09000011,349,1638
10/1/2013,greenwich,260391,E09000011,395,1805
11/1/2013,greenwich,263672,E09000011,393,1727
12/1/2013,greenwich,270966,E09000011,368,1513
1/1/2014,greenwich,276452,E09000011,341,1627
2/1/2014,greenwich,278805,E09000011,299,1531
3/1/2014,greenwich,276157,E09000011,272,1665
4/1/2014,greenwich,283714,E09000011,340,1647
5/1/2014,greenwich,290617,E09000011,567,1693
6/1/2014,greenwich,305405,E09000011,435,1867
7/1/2014,greenwich,304856,E09000011,497,1991
8/1/2014,greenwich,313802,E09000011,428,1603
9/1/2014,greenwich,311769,E09000011,405,1840
10/1/2014,greenwich,313948,E09000011,373,1788
11/1/2014,greenwich,311783,E09000011,320,1732
12/1/2014,greenwich,312911,E09000011,348,1640
1/1/2015,greenwich,317461,E09000011,351,1819
2/1/2015,greenwich,317091,E09000011,367,1586
3/1/2015,greenwich,315069,E09000011,290,1821
4/1/2015,greenwich,313539,E09000011,242,1740
5/1/2015,greenwich,319770,E09000011,286,1848
6/1/2015,greenwich,328022,E09000011,324,1789
7/1/2015,greenwich,338279,E09000011,411,1890
8/1/2015,greenwich,341028,E09000011,325,1795
9/1/2015,greenwich,341716,E09000011,427,1745
10/1/2015,greenwich,343040,E09000011,379,1839
11/1/2015,greenwich,346944,E09000011,443,1919
12/1/2015,greenwich,360228,E09000011,456,1823
1/1/2016,greenwich,365319,E09000011,263,1916
2/1/2016,greenwich,365734,E09000011,334,1747
3/1/2016,greenwich,360461,E09000011,579,1903
4/1/2016,greenwich,366843,E09000011,207,1870
5/1/2016,greenwich,376366,E09000011,198,1934
6/1/2016,greenwich,380772,E09000011,306,2071
7/1/2016,greenwich,379564,E09000011,258,2133
8/1/2016,greenwich,379424,E09000011,392,1992
9/1/2016,greenwich,378395,E09000011,317,2015
10/1/2016,greenwich,374524,E09000011,346,2052
11/1/2016,greenwich,371158,E09000011,281,1952
12/1/2016,greenwich,374293,E09000011,321,1946
1/1/2017,greenwich,376668,E09000011,259,2110
2/1/2017,greenwich,380159,E09000011,219,1932
3/1/2017,greenwich,378680,E09000011,282,2246
4/1/2017,greenwich,383770,E09000011,234,2049
5/1/2017,greenwich,384705,E09000011,258,2209
6/1/2017,greenwich,395263,E09000011,407,2121
7/1/2017,greenwich,404447,E09000011,307,2277
8/1/2017,greenwich,407505,E09000011,269,2106
9/1/2017,greenwich,408407,E09000011,350,2117
10/1/2017,greenwich,399907,E09000011,384,2326
11/1/2017,greenwich,395636,E09000011,309,2044
12/1/2017,greenwich,385851,E09000011,258,1988
1/1/2018,greenwich,386739,E09000011,207,2054
2/1/2018,greenwich,387993,E09000011,234,1771
3/1/2018,greenwich,387587,E09000011,265,1950
4/1/2018,greenwich,383039,E09000011,292,2092
5/1/2018,greenwich,386676,E09000011,318,2254
6/1/2018,greenwich,388829,E09000011,312,2216
7/1/2018,greenwich,389348,E09000011,398,2277
8/1/2018,greenwich,387225,E09000011,343,2086
9/1/2018,greenwich,392511,E09000011,282,2238
10/1/2018,greenwich,395920,E09000011,341,2280
11/1/2018,greenwich,388355,E09000011,309,2237
12/1/2018,greenwich,385911,E09000011,191,2258
1/1/2019,greenwich,385703,E09000011,273,2238
2/1/2019,greenwich,391956,E09000011,246,2050
3/1/2019,greenwich,386027,E09000011,269,2401
4/1/2019,greenwich,382294,E09000011,232,2348
5/1/2019,greenwich,381143,E09000011,246,2429
6/1/2019,greenwich,388062,E09000011,207,2489
7/1/2019,greenwich,396728,E09000011,212,2568
8/1/2019,greenwich,396339,E09000011,308,2578
9/1/2019,greenwich,398331,E09000011,279,2579
10/1/2019,greenwich,394952,E09000011,243,2482
11/1/2019,greenwich,397157,E09000011,217,2496
12/1/2019,greenwich,398530,E09000011,,2201
1/1/2020,greenwich,392699,E09000011,,2373
1/1/1995,hackney,61297,E09000012,131,
2/1/1995,hackney,63187,E09000012,115,
3/1/1995,hackney,63593,E09000012,159,
4/1/1995,hackney,65140,E09000012,141,
5/1/1995,hackney,66194,E09000012,138,
6/1/1995,hackney,66921,E09000012,175,
7/1/1995,hackney,68391,E09000012,152,
8/1/1995,hackney,68097,E09000012,131,
9/1/1995,hackney,68753,E09000012,125,
10/1/1995,hackney,67620,E09000012,133,
11/1/1995,hackney,67238,E09000012,154,
12/1/1995,hackney,65865,E09000012,155,
1/1/1996,hackney,66327,E09000012,131,
2/1/1996,hackney,66988,E09000012,132,
3/1/1996,hackney,67707,E09000012,152,
4/1/1996,hackney,67062,E09000012,126,
5/1/1996,hackney,66986,E09000012,122,
6/1/1996,hackney,69124,E09000012,155,
7/1/1996,hackney,70785,E09000012,208,
8/1/1996,hackney,71789,E09000012,183,
9/1/1996,hackney,71817,E09000012,215,
10/1/1996,hackney,71158,E09000012,193,
11/1/1996,hackney,71090,E09000012,209,
12/1/1996,hackney,70138,E09000012,220,
1/1/1997,hackney,69886,E09000012,176,
2/1/1997,hackney,70506,E09000012,183,
3/1/1997,hackney,72210,E09000012,195,
4/1/1997,hackney,76011,E09000012,191,
5/1/1997,hackney,79503,E09000012,205,
6/1/1997,hackney,80359,E09000012,240,
7/1/1997,hackney,80580,E09000012,301,
8/1/1997,hackney,80279,E09000012,285,
9/1/1997,hackney,82295,E09000012,216,
10/1/1997,hackney,82126,E09000012,253,
11/1/1997,hackney,83135,E09000012,237,
12/1/1997,hackney,81231,E09000012,293,
1/1/1998,hackney,83516,E09000012,166,
2/1/1998,hackney,82417,E09000012,172,
3/1/1998,hackney,84204,E09000012,257,
4/1/1998,hackney,83176,E09000012,239,
4/1/1998,hackney,83176,E12000008,,
4/1/1998,south east,83176,E09000012,,
4/1/1998,south east,83176,E12000008,15354,
5/1/1998,hackney,86573,E09000012,233,
6/1/1998,hackney,87176,E09000012,275,
7/1/1998,hackney,91550,E09000012,272,
8/1/1998,hackney,89590,E09000012,286,
9/1/1998,hackney,92146,E09000012,255,
10/1/1998,hackney,88623,E09000012,244,
11/1/1998,hackney,91616,E09000012,281,
12/1/1998,hackney,93847,E09000012,259,
1/1/1999,hackney,99489,E09000012,196,
2/1/1999,hackney,98976,E09000012,155,
3/1/1999,hackney,98492,E09000012,208,
4/1/1999,hackney,98420,E09000012,188,
5/1/1999,hackney,100036,E09000012,223,
6/1/1999,hackney,102701,E09000012,259,
7/1/1999,hackney,104317,E09000012,338,
8/1/1999,hackney,108552,E09000012,308,
9/1/1999,hackney,110407,E09000012,274,
10/1/1999,hackney,112403,E09000012,278,
11/1/1999,hackney,114772,E09000012,266,
12/1/1999,hackney,117831,E09000012,372,
1/1/2000,hackney,121135,E09000012,215,
2/1/2000,hackney,122281,E09000012,235,
3/1/2000,hackney,121356,E09000012,280,
4/1/2000,hackney,123168,E09000012,230,
5/1/2000,hackney,127912,E09000012,236,
6/1/2000,hackney,135189,E09000012,264,
7/1/2000,hackney,138909,E09000012,229,
8/1/2000,hackney,142309,E09000012,222,
9/1/2000,hackney,142620,E09000012,175,
10/1/2000,hackney,141116,E09000012,185,
11/1/2000,hackney,139017,E09000012,200,
12/1/2000,hackney,137718,E09000012,243,
1/1/2001,hackney,139102,E09000012,227,3129
2/1/2001,hackney,141566,E09000012,180,2969
3/1/2001,hackney,147261,E09000012,287,3194
4/1/2001,hackney,150332,E09000012,262,2978
5/1/2001,hackney,153291,E09000012,284,3057
6/1/2001,hackney,154879,E09000012,315,3038
7/1/2001,hackney,155749,E09000012,292,3189
8/1/2001,hackney,157535,E09000012,322,3074
9/1/2001,hackney,157329,E09000012,278,3073
10/1/2001,hackney,160267,E09000012,298,3463
11/1/2001,hackney,160707,E09000012,292,3379
12/1/2001,hackney,162859,E09000012,252,2862
1/1/2002,hackney,165007,E09000012,185,3084
2/1/2002,hackney,164673,E09000012,230,2935
3/1/2002,hackney,167387,E09000012,305,2960
4/1/2002,hackney,165131,E09000012,284,3299
5/1/2002,hackney,170709,E09000012,388,3318
6/1/2002,hackney,174935,E09000012,294,3054
7/1/2002,hackney,185328,E09000012,351,3247
8/1/2002,hackney,189485,E09000012,388,3168
9/1/2002,hackney,194081,E09000012,337,2940
10/1/2002,hackney,194401,E09000012,346,2966
11/1/2002,hackney,196797,E09000012,296,3093
12/1/2002,hackney,195298,E09000012,252,2714
1/1/2003,hackney,197439,E09000012,232,3055
2/1/2003,hackney,200331,E09000012,194,2876
3/1/2003,hackney,200122,E09000012,172,3132
4/1/2003,hackney,197529,E09000012,178,2907
5/1/2003,hackney,199538,E09000012,197,3061
6/1/2003,hackney,200679,E09000012,251,2866
7/1/2003,hackney,206534,E09000012,240,3286
8/1/2003,hackney,202239,E09000012,263,3050
9/1/2003,hackney,202412,E09000012,230,3245
10/1/2003,hackney,200271,E09000012,267,3466
11/1/2003,hackney,202978,E09000012,266,2911
12/1/2003,hackney,202785,E09000012,274,2958
1/1/2004,hackney,207985,E09000012,269,3143
2/1/2004,hackney,206814,E09000012,258,2952
3/1/2004,hackney,215626,E09000012,329,3055
4/1/2004,hackney,213591,E09000012,324,2835
5/1/2004,hackney,214565,E09000012,284,2965
6/1/2004,hackney,210882,E09000012,316,2985
7/1/2004,hackney,212642,E09000012,337,3092
8/1/2004,hackney,219016,E09000012,288,2918
9/1/2004,hackney,222120,E09000012,254,2915
10/1/2004,hackney,226989,E09000012,254,2950
11/1/2004,hackney,230666,E09000012,191,3001
12/1/2004,hackney,231231,E09000012,218,2525
1/1/2005,hackney,230551,E09000012,143,2700
2/1/2005,hackney,229170,E09000012,160,2265
3/1/2005,hackney,228688,E09000012,159,2558
4/1/2005,hackney,226578,E09000012,181,2638
5/1/2005,hackney,221698,E09000012,196,2886
6/1/2005,hackney,219994,E09000012,243,2799
7/1/2005,hackney,223342,E09000012,266,2865
8/1/2005,hackney,227955,E09000012,237,3026
9/1/2005,hackney,234596,E09000012,252,2795
10/1/2005,hackney,230247,E09000012,241,2710
11/1/2005,hackney,229982,E09000012,217,2587
12/1/2005,hackney,232443,E09000012,249,2381
1/1/2006,hackney,238246,E09000012,249,2564
2/1/2006,hackney,240260,E09000012,239,2116
3/1/2006,hackney,239023,E09000012,296,2531
4/1/2006,hackney,241951,E09000012,212,2534
5/1/2006,hackney,244604,E09000012,253,2724
6/1/2006,hackney,252532,E09000012,276,2580
7/1/2006,hackney,255500,E09000012,320,2579
8/1/2006,hackney,261801,E09000012,370,2520
9/1/2006,hackney,264544,E09000012,307,2470
10/1/2006,hackney,267841,E09000012,281,2620
11/1/2006,hackney,267583,E09000012,300,2401
12/1/2006,hackney,265169,E09000012,286,2248
1/1/2007,hackney,267224,E09000012,241,2608
2/1/2007,hackney,270970,E09000012,234,2332
3/1/2007,hackney,276044,E09000012,285,2732
4/1/2007,hackney,276425,E09000012,266,2536
5/1/2007,hackney,281457,E09000012,309,2790
6/1/2007,hackney,282168,E09000012,361,2703
7/1/2007,hackney,291786,E09000012,315,2860
8/1/2007,hackney,301585,E09000012,353,2837
9/1/2007,hackney,313924,E09000012,335,2738
10/1/2007,hackney,312132,E09000012,308,2858
11/1/2007,hackney,309920,E09000012,307,2626
12/1/2007,hackney,301127,E09000012,241,2267
1/1/2008,hackney,308203,E09000012,178,2435
2/1/2008,hackney,306799,E09000012,181,2340
3/1/2008,hackney,313345,E09000012,175,2520
4/1/2008,hackney,316183,E09000012,162,2496
5/1/2008,hackney,324344,E09000012,161,2603
6/1/2008,hackney,332091,E09000012,136,2711
7/1/2008,hackney,325064,E09000012,144,2655
8/1/2008,hackney,318928,E09000012,118,2375
9/1/2008,hackney,303298,E09000012,83,2404
10/1/2008,hackney,299579,E09000012,108,2409
11/1/2008,hackney,299303,E09000012,110,2243
12/1/2008,hackney,294109,E09000012,135,1997
1/1/2009,hackney,297428,E09000012,82,2244
2/1/2009,hackney,284411,E09000012,79,2114
3/1/2009,hackney,292499,E09000012,93,2554
4/1/2009,hackney,267690,E09000012,152,2304
5/1/2009,hackney,264340,E09000012,107,2555
6/1/2009,hackney,251605,E09000012,191,2645
7/1/2009,hackney,271135,E09000012,160,2483
8/1/2009,hackney,277376,E09000012,199,2306
9/1/2009,hackney,290995,E09000012,166,2193
10/1/2009,hackney,294217,E09000012,186,2334
11/1/2009,hackney,300431,E09000012,189,2349
12/1/2009,hackney,294762,E09000012,248,1988
1/1/2010,hackney,295824,E09000012,149,2246
2/1/2010,hackney,298453,E09000012,140,2104
3/1/2010,hackney,297283,E09000012,161,2336
4/1/2010,hackney,298084,E09000012,184,2354
5/1/2010,hackney,294431,E09000012,145,2569
6/1/2010,hackney,305509,E09000012,173,2488
7/1/2010,hackney,304524,E09000012,208,2640
8/1/2010,hackney,308014,E09000012,202,2334
9/1/2010,hackney,307346,E09000012,197,2406
10/1/2010,hackney,304577,E09000012,198,2378
11/1/2010,hackney,296793,E09000012,235,2138
12/1/2010,hackney,295054,E09000012,195,1897
1/1/2011,hackney,294225,E09000012,137,2328
2/1/2011,hackney,300558,E09000012,131,2095
3/1/2011,hackney,294425,E09000012,129,2410
4/1/2011,hackney,304250,E09000012,124,2350
5/1/2011,hackney,302539,E09000012,161,2529
6/1/2011,hackney,304951,E09000012,233,2367
7/1/2011,hackney,308742,E09000012,181,2492
8/1/2011,hackney,312387,E09000012,270,2274
9/1/2011,hackney,323113,E09000012,272,2276
10/1/2011,hackney,317116,E09000012,178,2285
11/1/2011,hackney,323484,E09000012,198,2367
12/1/2011,hackney,318590,E09000012,203,1893
1/1/2012,hackney,324159,E09000012,128,2322
2/1/2012,hackney,310733,E09000012,198,2076
3/1/2012,hackney,309637,E09000012,220,2687
4/1/2012,hackney,311295,E09000012,153,2353
5/1/2012,hackney,316721,E09000012,190,2488
6/1/2012,hackney,321176,E09000012,216,2524
7/1/2012,hackney,324416,E09000012,218,2423
8/1/2012,hackney,333002,E09000012,288,2389
9/1/2012,hackney,337489,E09000012,298,2164
10/1/2012,hackney,334253,E09000012,233,2569
11/1/2012,hackney,340411,E09000012,224,2338
12/1/2012,hackney,342620,E09000012,252,2238
1/1/2013,hackney,350965,E09000012,157,2114
2/1/2013,hackney,352971,E09000012,161,2065
3/1/2013,hackney,355011,E09000012,192,2142
4/1/2013,hackney,357096,E09000012,217,2163
5/1/2013,hackney,358152,E09000012,259,2238
6/1/2013,hackney,362161,E09000012,243,2311
7/1/2013,hackney,368133,E09000012,272,2422
8/1/2013,hackney,379508,E09000012,298,2302
9/1/2013,hackney,394813,E09000012,230,2112
10/1/2013,hackney,392765,E09000012,208,2266
11/1/2013,hackney,397692,E09000012,244,2176
12/1/2013,hackney,402761,E09000012,239,1978
1/1/2014,hackney,415053,E09000012,169,2004
2/1/2014,hackney,423298,E09000012,256,1870
3/1/2014,hackney,433503,E09000012,212,2190
4/1/2014,hackney,440755,E09000012,246,1988
5/1/2014,hackney,452304,E09000012,226,2075
6/1/2014,hackney,460255,E09000012,310,2179
7/1/2014,hackney,469550,E09000012,280,2142
8/1/2014,hackney,480141,E09000012,244,2061
9/1/2014,hackney,481366,E09000012,266,2102
10/1/2014,hackney,483110,E09000012,282,2262
11/1/2014,hackney,466708,E09000012,206,2273
12/1/2014,hackney,470619,E09000012,221,2054
1/1/2015,hackney,469391,E09000012,194,2117
2/1/2015,hackney,480168,E09000012,167,2114
3/1/2015,hackney,477175,E09000012,176,2342
4/1/2015,hackney,494045,E09000012,243,2216
5/1/2015,hackney,506157,E09000012,229,2434
6/1/2015,hackney,515433,E09000012,311,2498
7/1/2015,hackney,519469,E09000012,369,2463
8/1/2015,hackney,525032,E09000012,336,2237
9/1/2015,hackney,523696,E09000012,215,2098
10/1/2015,hackney,522113,E09000012,235,2362
11/1/2015,hackney,520052,E09000012,213,2258
12/1/2015,hackney,528858,E09000012,234,2151
1/1/2016,hackney,546502,E09000012,157,2172
2/1/2016,hackney,556675,E09000012,162,2089
3/1/2016,hackney,566461,E09000012,383,2253
4/1/2016,hackney,535303,E09000012,155,2277
5/1/2016,hackney,515687,E09000012,175,2471
6/1/2016,hackney,500430,E09000012,178,2730
7/1/2016,hackney,515654,E09000012,186,2652
8/1/2016,hackney,525755,E09000012,200,2648
9/1/2016,hackney,537761,E09000012,162,2517
10/1/2016,hackney,546368,E09000012,212,2530
11/1/2016,hackney,557602,E09000012,239,2380
12/1/2016,hackney,548758,E09000012,247,2413
1/1/2017,hackney,561445,E09000012,179,2389
2/1/2017,hackney,551580,E09000012,169,2532
3/1/2017,hackney,535380,E09000012,208,2964
4/1/2017,hackney,513916,E09000012,172,2648
5/1/2017,hackney,504455,E09000012,164,2809
6/1/2017,hackney,533173,E09000012,144,2848
7/1/2017,hackney,547196,E09000012,218,3008
8/1/2017,hackney,572398,E09000012,210,2578
9/1/2017,hackney,575544,E09000012,180,2419
10/1/2017,hackney,574425,E09000012,199,2674
